,text,sentic_polarity,vader_sentiments,textblob_subjectivity,textblob_polarity,textblob_analysis
5143,new podcast hey america going illegal invasion woke culture etc 2022 elections biden conservative talk digital dollar end times eric thompson eric thompson show illegal aliens immigration,POSITIVE,NEGATIVE,0.36363636363636365,-0.2159090909090909,NEGATIVE
5144,immigrant guide pride serving immigrant communities regardless immigration status nonprofit values immigration community,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
5145,pleased announce cocktail sponsor eb 5 amp global immigration expo miami april 7 8 register industry wide person gathering today eb5 global immigration expo,POSITIVE,POSITIVE,0.35,0.1,POSITIVE
5146,special bcpnp pathway tech workers allow work permanentely stay canada learn bcpnptech video check eligibility canada immigration bcpnp britishcolumbia expressentry,POSITIVE,POSITIVE,0.5714285714285714,0.35714285714285715,POSITIVE
5147,witnessing double standard us immigration policies close white european refugees treated one way thousands refugees countries treated differently endtitle42,NEGATIVE,NEUTRAL,0.12,0.0,NEUTRAL
5148,please bring back mother back miss much anyone help us would much appreciated help us reunite miami inmigrantes inmigraci n immigration distrito26,POSITIVE,POSITIVE,0.07500000000000001,0.1,POSITIVE
5149,enjoyed tonight event discussed recent book journeys stories immigrant trials triumphs contributions exploring stories eleven immigration clients efforts forge new lives us,POSITIVE,POSITIVE,0.4681818181818182,0.21212121212121213,POSITIVE
5150,future depends winning lottery fault broken u immigration policy sumana faces predicament read,NEGATIVE,NEGATIVE,0.425,0.033333333333333326,POSITIVE
5151,usa immigrants immigration asylum gt us end title 42 border restriction may reports us mexico border news al jazeera,NEGATIVE,NEUTRAL,0.0,0.0,NEUTRAL
5152,africans fleeing ukraine held weeks u debate continues coverage priorities journalismsnews theindependent nigeriansinukraine nigerians journalism immigration racism yemen,NEGATIVE,NEGATIVE,0.0,0.0,NEUTRAL
5153,immigration days numbered title 42 cdc poised lift emergency order keeping asylum seekers across border texas sens cruz cornyn want continued reports migrants title42 border immigration texas asylum,POSITIVE,NEGATIVE,0.0,0.0,NEUTRAL
5154,raising money little lucilda click donate gofundme scfored immigration,POSITIVE,NEUTRAL,0.5,-0.1875,NEGATIVE
5155,rescue faq 88 immigration qt faqs 088 borderobserver posted 4 mar 2021,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
5156,please quit bigot thanks title must go better immigration,NEGATIVE,POSITIVE,0.35,0.35,POSITIVE
5157,want renew visa let take care application process contact us 876 346 0066 go visit website visarenewal visa applywithus travel immigration,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
5158,stewart immigration reform could fill critical workforce gaps immigration immigrationnews undocumented immigrants daca,NEGATIVE,NEGATIVE,0.8,0.0,NEUTRAL
5159,know anything dv2021 immigration,NEUTRAL,NEUTRAL,0.0,0.0,NEUTRAL
5160,helping people ukraine immigration h1b,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
5161,plans expand number applicants pay extra fees immigration petitions adjudicated quickly propose rule would provide relief immigrants waiting work permit renewals set processing time goals,POSITIVE,POSITIVE,0.3,0.16666666666666666,POSITIVE
5162,truth shall set free put jail manus christmas island nauru villawood park hotel know whatever immigration refugees detention detentioncentre refugeeswelcome ukraine war dispossessed auspol,POSITIVE,NEGATIVE,0.3,0.06666666666666668,POSITIVE
5163,read article ig bio check find job openings prepare interviews many valuable tips guest daniel castro santos recruitment coordinator latincouver immigration permanentresidency jobinterview workpermit studypermit,POSITIVE,POSITIVE,0.5,0.5,POSITIVE
5164,wonder rise canada australia japan desired professional immigration destinations zero sum result us uk becoming less welcoming 3 countries improving access culture towards immigrants talent helping increase overall global mobility,POSITIVE,POSITIVE,0.20333333333333337,0.07666666666666669,POSITIVE
5165,10 years austerity legacy labour mention 13 years unconstrained immigration changed face uk forever people short memories stupid trust labour,POSITIVE,NEGATIVE,0.65,-0.39999999999999997,NEGATIVE
5166,continue building canada badly needed additional housing infrastructure need expanded skilled trades immigration essential triple current numbers immigration immigrants housingsupply infrastructure buildingconstruct,POSITIVE,NEGATIVE,0.4666666666666667,-0.04999999999999996,NEGATIVE
5167,unitedstates uscis announced today would extend flexible measures responding certain requests notices agency details immigration globalmobility hr,POSITIVE,POSITIVE,0.5714285714285714,0.21428571428571427,POSITIVE
5168,administration soft illegal aliens makes effort help want come legally immigration memo border surge spells trouble biden democrats,POSITIVE,NEGATIVE,0.3125,-0.1,NEGATIVE
5169,big news chrome extension live start shopping values today get matched w brands based issues like climatechange equality diversity gunlaws immigration abortion debt military healthcare etc shopyourvalues politics,POSITIVE,POSITIVE,0.2333333333333333,0.012121212121212116,POSITIVE
5170,visit link otnews joebiden uscitizenshipandimmigrationservices uscis bidenadministration immigration employmentauthorisation usa,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
5171,mattioli new zealand makes appearance immigration,NEUTRAL,NEUTRAL,0.45454545454545453,0.13636363636363635,POSITIVE
5172,uscis announces three specific actions reduce backlog immigrationprocessing including expanded premiumprocessing backlog reduction goals streamlined processes eads i129 i140 i539 i765 immigration usimmigration visabacklog,POSITIVE,NEUTRAL,0.125,0.0,NEUTRAL
5173,many women losing ground come canada subscriptions via liveworkjasper immigration womenempowerment genderequity careerdevelopment,NEGATIVE,NEGATIVE,0.5,0.5,POSITIVE
5174,thanks show evening chat problems immigration,POSITIVE,POSITIVE,0.2,0.2,POSITIVE
5175,please post call us today immigration needs 262 764 5036 p represent clients worldwide immigration visa studyabroad immigrationlawyer usa studentvisa tps usimmigration immigrants studyinusa vawa,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
5176,biden may finally end brutal trump era immigration policy biden administration expected lift public health order granting border officials authority quickly expel migrants regardless whether immigration asylum,POSITIVE,NEGATIVE,0.5933333333333334,-0.12833333333333333,NEGATIVE
5177,hill border surge spells trouble biden democrats usa 1a 2a biden trump trump2024 redwave2022 immigration bordercrisis polls,NEGATIVE,NEGATIVE,0.2,-0.2,NEGATIVE
5178,oneifbyland available watch online auntylandfilmfesitval end month directed nandini sikand film explores undocumented immigration journeys mexico china mozambique womenfilmmakers womenshistorymonth filmfestival undocumented,NEGATIVE,NEUTRAL,0.4,0.4,POSITIVE
5179,friday real talk guest ambar tovar immigration attorney ufw foundation listen 10am noon forge 103 9fm bakersfield stream free forge 1039 streaming apps forge1039 ufwf bakersfield immigration citizenship,NEGATIVE,POSITIVE,0.55,0.30000000000000004,POSITIVE
5180,let kid republicans running anti c amp anti immigration racism democrats evil pedophiles want raise taxes amp kill children w covid masks enough scare lot people voting republicans election2022,NEGATIVE,NEGATIVE,0.75,-0.5,NEGATIVE
5181,court session join judge emil giordano discuss upbringings immigrants america new episode immigration matters podcast listen law website wherever get podcast immigration podcast,POSITIVE,POSITIVE,0.45454545454545453,0.13636363636363635,POSITIVE
5182,book shows immigration bureaucrats perceptions admissibility individuals influenced creation formal admissions criteria skilled workers family immigrants canada learn migrants policy,POSITIVE,POSITIVE,0.5,0.5,POSITIVE
5183,baker institute report immigration reform could help keep u economy competitive,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
5184,borders wall usa chant far left open borders crowd protectamericancitizens amp stop illegal immigration invasion insanity help cc immigration,POSITIVE,NEGATIVE,0.5,-0.1,NEGATIVE
5185,moving new country means getting accustomed new environment personally professionally advice immigrant mentors ensure smooth transition canadian workplace immigration career job,POSITIVE,POSITIVE,0.37727272727272726,0.19318181818181818,POSITIVE
5186,word home mean home someplace safe somewhere know stay move someplace temporary interview amin flee immigration oscars animation documentary film filmfestival immfilmfest2022,POSITIVE,POSITIVE,0.3958333333333333,0.0625,POSITIVE
5187,long range impact war u mexico immigration officials seeing increase number ukrainians russians attempting cross us border request asylum amp report border immigration,POSITIVE,NEGATIVE,0.2,-0.025,NEGATIVE
5188,grateful linguist team citizen amp special agent w fbi others running lives sending pleas help whatsapp let help ukrainians let forget afghans need fix immigration also need complete duty,POSITIVE,POSITIVE,0.4857142857142857,0.2285714285714286,POSITIVE
5189,panelist cline glidden speaking eb 5 amp global immigration expo miami april 7 8 register industry wide person gathering today uglobal citizenshipbyinvestment eb5 global immigration expo,POSITIVE,NEUTRAL,0.13333333333333333,-0.03333333333333333,NEGATIVE
5190,100 bidenadministration responsible inflation immigration discrimination war ukraine afghanistan hands talibans iraq lebanon syria yemen hands islamicterrorist mullahs criminals butchers khamenei terrorist iran shameonbidenadministration,NEGATIVE,NEGATIVE,0.55,0.2,POSITIVE
5191,considering immigrating canada work want bring family contact licensed immigration lawyer experienced helping professionals arrive canada canadianimmigration,POSITIVE,POSITIVE,0.9,0.8,POSITIVE
5192,miss transactional services roundtable hosted practice co leaders richard vitarelli stephanie zorn jlccc2022 session help plan labor employment benefits immigration issues affect stock asset deals post close operations,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
5193,saskatchewan entrepreneur category new list 2022 draw dates published canada immigration canadaimmigration canadavisa sinp cdnimm entrepreneur saskatchewan draw workincanada investincanada immigrationca immigrationlawyer,POSITIVE,NEUTRAL,0.45454545454545453,0.13636363636363635,POSITIVE
5194,panelist jeff campion speaking eb 5 amp global immigration expo miami april 7 8 register industry wide person gathering today eb5 global immigration expo,POSITIVE,NEUTRAL,0.13333333333333333,-0.03333333333333333,NEGATIVE
5195,helping friends get traction good people gofundme immigration,POSITIVE,POSITIVE,0.6000000000000001,0.7,POSITIVE
5196,4 reasons apply become united states citizen immigration immigrants immigrant immigrationattorney immigrationlawyer immigrationhelp citizenship uscitizenship americancitizenship uscitizen americancitizen americancitizens,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
5197,positive immigration news us video shows police tackling man killed neighbour gloucestershire,NEGATIVE,NEGATIVE,0.2727272727272727,0.013636363636363627,POSITIVE
5198,excited announce joining fox legal please think us need immigration family law assistance immigration law legal,POSITIVE,POSITIVE,0.3833333333333333,0.2583333333333333,POSITIVE
5199,biden administration lift pandemic border restrictions immigration refugee,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
5200,worry tories already told immigrant hating brexit voters yet sure brexit backing politicians going sell get found immigration immigrationmatters immigrants brexit brexitlies,NEGATIVE,NEGATIVE,0.8888888888888888,0.5,POSITIVE
5201,biden administration assessing end title42 immigration,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
5202,us republicans accused president joe biden wednesday deliberately manufacturing immigration crisis groups say seen thousands migrants tortured raped dramatic increases already record breaking entries expected,POSITIVE,NEGATIVE,0.5,-0.26666666666666666,NEGATIVE
5203,new podcast rush hour march 30 2022 importance financial advisor mp carleton pierre poilievre amp etiquette resigning retirement 600guestsontherushhour askgeoff ca cpcleadership financialadvisor immigration,POSITIVE,POSITIVE,0.22727272727272727,0.06818181818181818,POSITIVE
5204,need daca attorney willing look pending case activism attorneys dreamer daca familycourt immigration,NEGATIVE,NEUTRAL,0.75,0.25,POSITIVE
5205,want move permanently france talent passport france way know talent passport france france francevisa franceworkvisa franceworkpermit francepermanentresidency francevisaconsultancy visaray immigration,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
5206,biden administration must address immigration system immediately communitiesnotcages immigration connecticut,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
